start_date,end_date,lot_id_txt,price_realised,estimate_low,estimate_high,estimate_txt,auction_title,auction_location,artist,item_title,url,description_txt
2023-07-03T23:00Z,2023-07-04T00:00Z,1,2772.0,2000.0,3000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ITALIAN SCHOOL,"Two studies after a sculpture of a nude woman, seen from behind",https://www.christies.com/lot/lot-6437330?ldp_breadcrumb=back&intObjectID=6437330&from=salessummary&lid=1,"ITALIAN SCHOOL 16TH CENTURY<br>,<i>Two studies after a sculpture of a nude woman seen from behind</i><br>,black chalk on brown paper<br>,16.7 x 12.3 cm (6 1/2 x 4 7/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,2,88200.0,7000.0,10000.0,GBP,Old Master and British Drawings and Watercolours  ,London,WORKSHOP OF RAFFAELLO SANZIO,The Descent from the Cross,https://www.christies.com/lot/lot-6437331?ldp_breadcrumb=back&intObjectID=6437331&from=salessummary&lid=1,"WORKSHOP OF RAFFAELLO SANZIO CALLED RAPHAEL (Urbino 1483-1520 Rome)<br>,<i>The Descent from the Cross</i><br>,with inscription &#8216;RAFFAELLO&#8217; (lower centre on the mount)<br>,black and red chalk pen and brown ink brown wash heightened with white watermark circle<br>,36.5 x 28 cm (14 3/8 x 11 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,3,,15000.0,20000.0,GBP,Old Master and British Drawings and Watercolours  ,London,GIULIO PIPPI,"Saint Blaise, enthroned and crowned by an angel, with two boy attendants",https://www.christies.com/lot/lot-6437332?ldp_breadcrumb=back&intObjectID=6437332&from=salessummary&lid=1,"GIULIO PIPPI CALLED GIULIO ROMANO (ROME 1499-1546 MANTUA)<br>,<i>Saint Blaise enthroned and crowned by an angel with two boy attendants</i><br>,with inscription 'Jule Romain' (lower centre)<br>,pen and brown ink brown wash<br>,22.5 x 14 cm (8 9&#x2044;10 x 5 1/2 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,4,21420.0,15000.0,25000.0,GBP,Old Master and British Drawings and Watercolours  ,London,PIERO BUONACCORSI,A river god holding a cornucopia,https://www.christies.com/lot/lot-6437333?ldp_breadcrumb=back&intObjectID=6437333&from=salessummary&lid=1,"PIERO BUONACCORSI CALLED PERINO DEL VAGA (FLORENCE 1501-1547 ROME)<br>,<i>A river god holding a cornucopia</i><br>,with inscription &#8216;Parmigiano&#8217; (lower left and upper edge <i>verso</i>)<br>,pen and brown ink brown wash heightened with (partly oxidised) white pen and brown ink framing lines<br>,12.3 x 17.7 cm (4 7/8 x 6 7/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,5,27720.0,20000.0,30000.0,GBP,Old Master and British Drawings and Watercolours  ,London,LELIO ORSI (NOVELLARA 1511-1587),The Rape of Ganymede,https://www.christies.com/lot/lot-6437334?ldp_breadcrumb=back&intObjectID=6437334&from=salessummary&lid=1,"LELIO ORSI (NOVELLARA 1511-1587)<br>,<i>The Rape of Ganymede</i><br>,with inscription &#8216;Lelio da Novellara&#8217;<br>,black chalk pen and brown ink brown and blue wash heightened with white (partly oxidised) on light brown paper pen and brown ink framing lines<br>,24.5 x 23 cm (9 3/4 x 9 1/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,6,,20000.0,30000.0,GBP,Old Master and British Drawings and Watercolours  ,London,VENETIAN SCHOOL,"The Crucifixion of Christ with the Virgin Mary, Mary Magdalene and Saint John of Patmos at the foot, surrounded by a floral border with the Four Evangelists of the Cross in roundels",https://www.christies.com/lot/lot-6437335?ldp_breadcrumb=back&intObjectID=6437335&from=salessummary&lid=1,"VENETIAN SCHOOL FIRST HALF OF 16TH CENTURY<br>,<i>The Crucifixion of Christ with the Virgin Mary Mary Magdalene and Saint John of Patmos at the foot surrounded by a floral border with the Four Evangelists of the Cross in roundels</i><br>,illuminated manuscript on vellum heightened with gold<br>,28 x 19.5 cm (11 x 7 3/4 in)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,7,9450.0,5000.0,7000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ATTRIBUTED TO AURELIO LUINI (MILAN 1530-1593),"Sheet of various sketches of heads, arms, legs and bones",https://www.christies.com/lot/lot-6437336?ldp_breadcrumb=back&intObjectID=6437336&from=salessummary&lid=1,"ATTRIBUTED TO AURELIO LUINI (MILAN 1530-1593)<br>,<i>Sheet of various sketches of heads arms legs and bones</i><br>,with extensive inscriptions of calculation and accounting details (<i>verso</i>)<br>,pen and brown ink<br>,27.5 x 18.4 cm (10 7/8 x 7 1/4 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,8,1008.0,2000.0,3000.0,GBP,Old Master and British Drawings and Watercolours  ,London,NORTHERN ITALIAN SCHOOL,"A bishop seated at a table, reading",https://www.christies.com/lot/lot-6437337?ldp_breadcrumb=back&intObjectID=6437337&from=salessummary&lid=1,"NORTHERN ITALIAN SCHOOL16TH CENTURY<br>,<i>A bishop seated at a table reading</i><br>,black chalk pen and brown ink brown wash<br>,28.2 x 15.8 cm (11 1/8 x 6 1/4 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,9,3528.0,3000.0,5000.0,GBP,Old Master and British Drawings and Watercolours  ,London,NORTHERN ITALIAN SCHOOL,The Adoration of the Shepherds,https://www.christies.com/lot/lot-6437338?ldp_breadcrumb=back&intObjectID=6437338&from=salessummary&lid=1,"NORTHERN ITALIAN SCHOOL 16TH CENTURY<br>,<i>The Adoration of the Shepherds</i><br>,black chalk oval-shaped<br>,11 x 8.7 cm (7 3/8 x 4 3/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,10,9450.0,5000.0,8000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ORLANDO FLACCO (VERONA 1527-1593),The Crucifixion of Christ,https://www.christies.com/lot/lot-6437339?ldp_breadcrumb=back&intObjectID=6437339&from=salessummary&lid=1,"ORLANDO FLACCO (VERONA 1527-1593)<br>,<i>The Crucifixion of Christ </i><br>,oil on paper laid down on canvas<br>,39.8 x 27.3 cm (15 5/8 x 10 3/4 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,11,10710.0,8000.0,12000.0,GBP,Old Master and British Drawings and Watercolours  ,London,TADDEO ZUCCARO (URBINO 1529-1566 ROME),The Entombment of Christ,https://www.christies.com/lot/lot-6437340?ldp_breadcrumb=back&intObjectID=6437340&from=salessummary&lid=1,"TADDEO ZUCCARO (URBINO 1529-1566 ROME)<br>,<i>The Entombment of Christ<br>,</i><br>,black chalk pen and brown ink brown wash incised for transfer<br>,19.7 x 13.3 cm (7 3/4 x 5 1/4 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,12,6048.0,6000.0,8000.0,GBP,Old Master and British Drawings and Watercolours  ,London,FEDERICO ZUCCARO (SANT'ANGELO IN VADO 1539-1609 ANCONA),"Bust of a young man, turned to the right ( recto ); Two heads of bearded men ( verso )",https://www.christies.com/lot/lot-6437341?ldp_breadcrumb=back&intObjectID=6437341&from=salessummary&lid=1,"FEDERICO ZUCCARO (SANT'ANGELO IN VADO 1539-1609 ANCONA)<br>,<i>Bust of a young man turned to the right (</i>recto<i>); Two heads of bearded men (</i>verso<i>)<br>,</i><br>,red and black chalk (<i>recto</i>); counterproof (<i>verso</i>)<br>,13.1 x 8.7 cm (5 1/8 x 3 1/2 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,13,,4000.0,6000.0,GBP,Old Master and British Drawings and Watercolours  ,London,AVANZINO NUCCI (GUALDO TADINO 1551-1629 ROME),The Marriage of the Virgin,https://www.christies.com/lot/lot-6437342?ldp_breadcrumb=back&intObjectID=6437342&from=salessummary&lid=1,"AVANZINO NUCCI (GUALDO TADINO 1551-1629 ROME)<br>,<i>The Marriage of the Virgin</i><br>,with inscriptions 'Avanzino' (lower centre) and 'Pomerancio' (lower right)<br>,pen and brown ink brown wash heightened with white on blue paper<br>,24.8 x 17 cm (9 3/4 x 6 5/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,14,6048.0,4000.0,6000.0,GBP,Old Master and British Drawings and Watercolours  ,London,FRANCESCO BRIZIO (BOLOGNA 1574-1623),Saint Jerome experiencing a vision of the Madonna and Child supported by angels,https://www.christies.com/lot/lot-6437343?ldp_breadcrumb=back&intObjectID=6437343&from=salessummary&lid=1,"FRANCESCO BRIZIO (BOLOGNA 1574-1623)<br>,<i>Saint Jerome experiencing a vision of the Madonna and Child supported by angels<br>,</i><br>,black chalk pen and brown ink brown wash heightened with white on light brown paper watermark kneeling angel in prayer<br>,34.4 x 23.8 cm (13 1/2 x 9 3/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,15,7560.0,3000.0,4000.0,GBP,Old Master and British Drawings and Watercolours  ,London,FRANCESCO BORGANI (MANTUA 1557-1624),The Vision of Saint Anselm ( recto ); Studies of the base of columns ( verso ),https://www.christies.com/lot/lot-6437344?ldp_breadcrumb=back&intObjectID=6437344&from=salessummary&lid=1,"FRANCESCO BORGANI (MANTUA 1557-1624)<br>,<i>The Vision of Saint Anselm (</i>recto<i>); Studies of the base of columns</i><i> (</i>verso<i>)</i><br>,black chalk pen and brown ink (<i>recto </i>and <i>verso</i>)<br>,29.5 x 20 cm (11 5/8 x 7 7/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,16,7560.0,6000.0,8000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ROMAN SCHOOL,Apollo and Marsyas,https://www.christies.com/lot/lot-6437345?ldp_breadcrumb=back&intObjectID=6437345&from=salessummary&lid=1,"ROMAN SCHOOL <i>CIRCA </i>1600<br>,<i>Apollo and Marsyas</i><br>,pen and brown ink brown wash<br>,20.3 x 15.6 cm (8 x 6 1/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,17,,4000.0,6000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ATTRIBUTED TO BARTOLOMEO CESI (BOLOGNA 1556-1629),Academy of a semi-nude man with one knee resting,https://www.christies.com/lot/lot-6437346?ldp_breadcrumb=back&intObjectID=6437346&from=salessummary&lid=1,"ATTRIBUTED TO BARTOLOMEO CESI (BOLOGNA 1556-1629)<br>,<i>Academy of a semi-nude man with one knee resting</i><br>,with numbered &#8216;53&#8217; (upper right)<br>,red chalk<br>,39.8 x 25.6 cm (15 5/8 x 10 1/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,18,,2000.0,3000.0,GBP,Old Master and British Drawings and Watercolours  ,London,FLORENTINE SCHOOL,"Portrait of a bearded man (recto); A winged figure holding two children, drawn by two horses (verso)",https://www.christies.com/lot/lot-6437347?ldp_breadcrumb=back&intObjectID=6437347&from=salessummary&lid=1,"FLORENTINE SCHOOL <i>CIRCA </i>1600<br>,<i>Portrait of a bearded man</i> (recto); <i>A winged figure holding two children drawn by two horses</i> (verso)<br>,red chalk (<i>recto</i>); black chalk squared in black chalk (<i>verso</i>)<br>,30.4 x 17.2 cm (12 x 6 3/4 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,19,,7000.0,10000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ERCOLE PROCACCINI THE YOUNGER (BOLOGNA 1596-1676 MILAN),The Risen Christ encircled by a heavenly host of putti (recto); Drapery study (verso),https://www.christies.com/lot/lot-6437348?ldp_breadcrumb=back&intObjectID=6437348&from=salessummary&lid=1,"ERCOLE PROCACCINI THE YOUNGER (BOLOGNA 1596-1676 MILAN)<br>,<i>The Risen Christ encircled by a heavenly host of putti (recto); Drapery study (verso)</i><br>,with inscriptions 'K + + i K' (the last 'K' reversed)<br>,red and black chalk pen and brown ink brown wash heightened with white on brown prepared paper (<i>recto</i>); black chalk heightened with white (<i>verso</i>)<br>,34.4 x 23.9 cm (14 x 9 1/5 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,20,,30000.0,40000.0,GBP,Old Master and British Drawings and Watercolours  ,London,GIOVANNI FRANCESCO BARBIERI,"An evangelist seated at a table, looking up from his writing",https://www.christies.com/lot/lot-6437349?ldp_breadcrumb=back&intObjectID=6437349&from=salessummary&lid=1,"GIOVANNI FRANCESCO BARBIERI IL GUERCINO (CENTO 1591-1666 BOLOGNA)<br>,<i>An evangelist seated at a table looking up from his writing</i><br>,pen and brown ink arched top<br>,18 x 15.5 cm (7 1/8 x 6 1/8in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,21,,2000.0,3000.0,GBP,Old Master and British Drawings and Watercolours  ,London,GIOVANNI FRANCESCO GRIMALDI,An extensive landscape with a river and mountains,https://www.christies.com/lot/lot-6437350?ldp_breadcrumb=back&intObjectID=6437350&from=salessummary&lid=1,"GIOVANNI FRANCESCO GRIMALDI IL BOLOGNESE (BOLOGNA 1606-1680 ROME)<br>,<i>An extensive landscape with a river and mountains</i><br>,pen and brown ink on two joined sheets of paper watermark circle<br>,25 x 60 cm (9 7/8 x 23 5/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,22,,15000.0,25000.0,GBP,Old Master and British Drawings and Watercolours  ,London,VINCENZO LEONARDI (ROME 1589/1590-1646),"Three citron-lemons (Citrus limonimedica) attached to a twig, and one cut open",https://www.christies.com/lot/lot-6437351?ldp_breadcrumb=back&intObjectID=6437351&from=salessummary&lid=1,"VINCENZO LEONARDI (ROME 1589/1590-1646)<br>,<i>Three citron-lemons </i><i>(Citrus limonimedica) attached to </i><i>a twig and one cut open</i><br>,inscribed with letters &#8216;HH&#8217; (lower centre)<br>,black chalk watercolour and bodycolour<br>,36.4 x 27cm (14 3/8 x 10 5/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,23,,15000.0,25000.0,GBP,Old Master and British Drawings and Watercolours  ,London,VINCENZO LEONARDI (ROME 1589/1590-1646),Two unusual citron-lemons (Citrus limonimedica),https://www.christies.com/lot/lot-6437352?ldp_breadcrumb=back&intObjectID=6437352&from=salessummary&lid=1,"VINCENZO LEONARDI (ROME 1589/1590-1646)<br>,<i>Two unusual citron-lemons (Citrus limonimedica)</i><br>,with numbers &#8216;78&#8217; (upper right) and &#8216;79&#8217; (lower right)<br>,black chalk watercolour and bodycolour heightened with white and gum arabic on two sheets cut and rejoined<br>,37.4 x 14.1 cm (14 3/4 x 5 1/2 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,24,,8000.0,12000.0,GBP,Old Master and British Drawings and Watercolours  ,London,VINCENZO LEONARDI (ROME 1589/1590-1646),A flowering lemon twig (Citrus limon),https://www.christies.com/lot/lot-6437353?ldp_breadcrumb=back&intObjectID=6437353&from=salessummary&lid=1,"VINCENZO LEONARDI (ROME 1589/1590-1646)<br>,<i>A flowering lemon twig (Citrus limon)</i><br>,inscribed &#8216;ddd&#8217; (lower centre)<br>,black chalk watercolour and bodycolour<br>,27.6 x 18.9 cm (10 7/8 x 7 1/2 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,25,,10000.0,15000.0,GBP,Old Master and British Drawings and Watercolours  ,London,VINCENZO LEONARDI (ROME 1589/1590-1646),A wood pigeon (Columba palumbus),https://www.christies.com/lot/lot-6437354?ldp_breadcrumb=back&intObjectID=6437354&from=salessummary&lid=1,"VINCENZO LEONARDI (ROME 1589/1590-1646)<br>,<i>A wood pigeon (Columba palumbus)</i><br>,inscribed &#8216;Lat. Palumbus Torquatus./ Ital. Piccion da ghianda.&#8217; (upper right)<br>,black chalk watercolour bodycolour heightened with white and gum arabic<br>,32.5 x 33 cm (12 3/4 x 13 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,26,,6000.0,8000.0,GBP,Old Master and British Drawings and Watercolours  ,London,AFTER JACOPO LIGOZZI (1547-1627),A rock ptarmigan (Lagopus muta),https://www.christies.com/lot/lot-6437355?ldp_breadcrumb=back&intObjectID=6437355&from=salessummary&lid=1,"AFTER JACOPO LIGOZZI (1547-1627)<br>,<i>A rock ptarmigan (Lagopus muta)</i><br>,inscribed &#8216;Lagopus/ Francolino bianco&#8217; (upper right)<br>,black chalk watercolour bodycolour<br>,25.3 x 24 cm (10 x 9 1/2 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,27,,4000.0,6000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ITALIAN SCHOOL,Two apples (Malus domestica),https://www.christies.com/lot/lot-6437356?ldp_breadcrumb=back&intObjectID=6437356&from=salessummary&lid=1,"ITALIAN SCHOOL 17TH CENTURY<br>,<i>Two apples (Malus domestica)</i><br>,with number &#8216;801&#8217;<br>,watercolour and bodycolour<br>,22.9 x 14.2 cm (9 x 5 5/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,28,,3000.0,5000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ITALIAN SCHOOL,Two branches of laburnum (Laburnum anagyroides),https://www.christies.com/lot/lot-6437357?ldp_breadcrumb=back&intObjectID=6437357&from=salessummary&lid=1,"ITALIAN SCHOOL 17TH CENTURY<br>,<i>Two branches of laburnum (Laburnum anagyroides)</i><br>,inscribed with numbers &#8216;426&#8217; (upper and lower centre)<br>,watercolour and bodycolour<br>,27.6 x 27 cm (11 7/8 x 7 5/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,29,,3000.0,5000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ITALIAN SCHOOL,"Two pears (Pyrus communis) attached to a branch, and two halves",https://www.christies.com/lot/lot-6437358?ldp_breadcrumb=back&intObjectID=6437358&from=salessummary&lid=1,"ITALIAN SCHOOL 17TH CENTURY<br>,<i>Two pears </i><i>(Pyrus communis) </i><i>attached to a branch and two halves</i><br>,inscribed with number &#8216;216&#8217;<br>,watercolour and bodycolour<br>,23.1 x 19.3 cm (9 1/8 x 7 5/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,30,,5000.0,7000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ITALIAN SCHOOL,A bee orchid (Ophrys apifera Huds),https://www.christies.com/lot/lot-6437359?ldp_breadcrumb=back&intObjectID=6437359&from=salessummary&lid=1,"ITALIAN SCHOOL 17TH CENTURY<br>,<i>A bee orchid (Ophrys apifera Huds)</i><br>,inscribed &#8216;392&#8217; (upper and lower centre); &#8216;Testicolo Apino&#8217; &#8216;Testicolo Apino&#8217; (lower left) and &#8216;orchis Apiformis flore Purpurascen[...]/ Purpurascente/ Spetie di Testicoli/ da cui virtu e inunaltro/ 929&#8217; (lower right)<br>,watercolour and bodycolour watermark encircled fleur-de-lys hills with letter &#8216;M&#8217;<br>,39.1 x 24.9 cm (15 3/8 x 9 3/4 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,31,,3000.0,5000.0,GBP,Old Master and British Drawings and Watercolours  ,London,ITALIAN SCHOOL,Two cedar cones (Cedrus libani),https://www.christies.com/lot/lot-6437360?ldp_breadcrumb=back&intObjectID=6437360&from=salessummary&lid=1,"ITALIAN SCHOOL 17TH CENTURY<br>,<i>Two cedar cones (Cedrus libani)</i><br>,inscribed &#8216;562&#8217; (upper right) and &#8216;563&#8217; (lower right)<br>,watercolour bodycolour watermark kneeling figure in a shield<br>,36.7 x 21.6 cm (14 1/2 x 8 1/2 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,32,,3000.0,5000.0,GBP,Old Master and British Drawings and Watercolours  ,London,DOMENICO PIOLA (GENOA 1627-1703),The Deposition of Christ,https://www.christies.com/lot/lot-6437361?ldp_breadcrumb=back&intObjectID=6437361&from=salessummary&lid=1,"DOMENICO PIOLA (GENOA 1627-1703)<br>,<i>The Deposition of Christ</i><br>,black chalk pen and brown ink brown wash<br>,42.5 x 28.9 cm (16 3/4 x 11 3/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,33,,4000.0,6000.0,GBP,Old Master and British Drawings and Watercolours  ,London,GIUSEPPE PASSERI (Rome 1654-1714),The Virgin and Child with saints and angels ( recto ); A study of a mounted warrior and a pair of figures ( verso ),https://www.christies.com/lot/lot-6437362?ldp_breadcrumb=back&intObjectID=6437362&from=salessummary&lid=1,"GIUSEPPE PASSERI (Rome 1654-1714)<br>,<i>The Virgin and Child with saints and angels (</i>recto<i>); A study of a mounted warrior and a pair of figures (</i>verso<i>)</i><br>,red chalk pen and brown ink brown wash heightened with white pen and brown ink framing lines (<i>recto</i>); red chalk pen and brown ink (<i>verso</i>); a strip of paper added below<br>,23 x 22.6 cm (9 1/8 x 8 7/8 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,34,,8000.0,12000.0,GBP,Old Master and British Drawings and Watercolours  ,London,BENEDETTO LUTI (FLORENCE 1666-1724 ROME),God cursing Cain after the murder of Abel,https://www.christies.com/lot/lot-6437363?ldp_breadcrumb=back&intObjectID=6437363&from=salessummary&lid=1,"BENEDETTO LUTI (FLORENCE 1666-1724 ROME)<br>,<i>God cursing Cain after the murder of Abel</i><br>,black chalk brown wash heightened with white (partly oxidised) on buff paper partly squared for transfer in red chalk watermark anchor in circle topped with a star<br>,50.1 x 33 cm (19 3/4 x 13 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,35,,700.0,1000.0,GBP,Old Master and British Drawings and Watercolours  ,London,AURELIANO MILANI (BOLOGNA 1675-1749),"The Death of Saint Francis, after Annibale Carracci",https://www.christies.com/lot/lot-6437364?ldp_breadcrumb=back&intObjectID=6437364&from=salessummary&lid=1,"AURELIANO MILANI (BOLOGNA 1675-1749)<br>,<i>The Death of Saint Francis after Annibale Carracci</i><br>,black chalk stumping heightened with white on light brown paper black chalk framing lines<br>,25.4 x 18.3 cm (10 x 7 1/4 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,36,,1000.0,1500.0,GBP,Old Master and British Drawings and Watercolours  ,London,SPANISH SCHOOL,The Flight into Egypt (recto) ; A seated male nude and a sketch of the forelegs of a horse (verso),https://www.christies.com/lot/lot-6437365?ldp_breadcrumb=back&intObjectID=6437365&from=salessummary&lid=1,"SPANISH SCHOOL 17TH CENTURY<br>,<i>The Flight into Egypt </i>(recto)<i>; A seated male nude and a sketch of the forelegs of a horse </i>(verso)<br>,inscribed 'Judanna' (?) (<i>verso</i>)<br>,black chalk pen and brown ink grey wash (<i>recto</i>); red chalk pen and brown ink (<i>verso</i>)<br>,17.7 x 17 cm (7 x 6 3/4 in.)<br>,"
2023-07-03T23:00Z,2023-07-04T00:00Z,37,,1000.0,1500.0,GBP,Old Master and British Drawings and Watercolours  ,London,FRANCESCO SIMONINI (PARMA 1686-1753/1755 FLORENCE OR VENICE),Travelers approaching a coastal town,https://www.christies.com/lot/lot-6437366?ldp_breadcrumb=back&intObjectID=6437366&from=salessummary&lid=1,"FRANCESCO SIMONINI (PARMA 1686-1753/1755 FLORENCE OR VENICE)<br>,<i>Travelers approaching a coastal town</i><br>,with inscription &#8216;A. Simoni&#8217; (lower right)<br>,black chalk brush and brown ink brown wash black chalk framing lines<br>,31.5 x 46 cm (12 1/2 x 18 1/8 in.)<br>,"
